,Open,High,Low,Close,Volume,Symbol,Name,MA_5,MA_10,MA_20,MA_50,EMA_12,EMA_26,MACD,MACD_Signal,MACD_Histogram,RSI,BB_Middle,BB_Upper,BB_Lower,BB_Width,BB_Position,Daily_Return,Volatility,Volume_MA,Price_Change,Price_Change_Pct,High_Low_Range,High_Low_Range_Pct,Year,Month,Day,DayOfWeek,Quarter,DayName,MonthPeriod,Close_lag_1,Close_lag_2,Close_lag_3,Close_lag_5,Volume_lag_1,Volume_lag_2,Volume_lag_3,Volume_lag_5,Daily_Return_lag_1,Daily_Return_lag_2,Daily_Return_lag_3,Daily_Return_lag_5,RSI_lag_1,RSI_lag_2,RSI_lag_3,RSI_lag_5
1970-01-01 00:00:00.000000059,58621.8495158466,60014.45054402188,58621.8495158466,59318.15002993424,3274870,005930.KS,삼성전자,58464.61957893813,57691.532284985195,58299.1379383217,63137.829631935485,58252.95820410542,59454.54306518764,-1201.5848610822213,-1663.5555281219147,461.97066703969335,57.160663566166086,58299.1379383217,61075.23091779247,55523.04495885093,5552.18595894154,0.683533494581799,0.020010902542447084,0.260611063640951,3018040.2,696.3005140876339,1.1877832580144212,1392.6010281752751,2.3755665160288544,1970,1,1,3,1,Thursday,Early,58154.427449824,57742.99311250851,58073.09495833133,57926.55214047487,3024235.0,4573949.0,2349715.0,2004121.0,0.0071252686280711686,-0.005684247517024343,-0.016284350464452757,0.02111999044991908,48.63660336485683,40.226484179293294,40.21297631501324,38.581351564181496
1970-01-01 00:00:00.000000060,59056.85087481294,60057.01047121797,57501.65856544099,58779.33451832948,1531612,005930.KS,삼성전자,58413.60001378551,57852.77856979102,58217.10954729202,62790.06605249576,58333.94221506957,59404.06603973045,-1070.1238246608846,-1544.8690419205002,474.74521725961563,56.981987318612276,58217.10954729202,60820.95941237794,55613.2596822061,5207.699730171837,0.6079603280081796,-0.00908348475690579,0.2559394378858066,2965989.65,-277.51635648345837,-0.46991390900901536,2555.351905776981,4.443962086534961,1970,1,1,3,1,Thursday,Early,59318.15002993424,58154.427449824,57742.99311250851,59034.43234409256,3274870.0,3024235.0,4573949.0,2846315.0,0.020010902542447084,0.0071252686280711686,-0.005684247517024343,0.01912560238232408,57.160663566166086,48.63660336485683,40.226484179293294,43.117171966632114
1970-01-01 00:00:00.000000061,59508.90187431256,59508.90187431256,57672.030053038594,58590.465963675575,2590178,005930.KS,삼성전자,58517.07421485436,58036.30755416207,58113.773176157694,62451.952817743186,58373.40866055402,59343.28473496658,-969.8760744125611,-1429.8703356285093,459.9942612159482,50.968010509457216,58113.773176157694,60461.312978165064,55766.233374150324,4695.07960401474,0.6015302886686443,-0.003213179533276489,0.2552773111331232,2950295.85,-918.4359106369884,-1.5433588617998641,1836.8718212739695,3.1850306285120777,1970,1,1,3,1,Thursday,Early,58779.33451832948,59318.15002993424,58154.427449824,58073.09495833133,1531612.0,3274870.0,3024235.0,2349715.0,-0.00908348475690579,0.020010902542447084,0.0071252686280711686,-0.016284350464452757,56.981987318612276,57.160663566166086,48.63660336485683,40.21297631501324
1970-01-01 00:00:00.000000062,57469.17476188799,58637.10380996479,56009.59131779308,57323.34756387893,4983712,005930.KS,삼성전자,58433.145105128446,58167.12459444115,57952.5793554285,62080.435367896476,58211.85645821655,59192.4774647931,-980.6210065765481,-1340.0203993184682,359.3993927419201,43.49949539138279,57952.5793554285,60022.94167886866,55882.21703198834,4140.7246468803205,0.3480382432520264,-0.021626699480120526,0.2649915878000558,3140842.5,-145.8271980090576,-0.25374855061563595,2627.5124921717143,4.691183117661865,1970,1,1,3,1,Thursday,Early,58590.465963675575,58779.33451832948,59318.15002993424,57742.99311250851,2590178.0,1531612.0,3274870.0,4573949.0,-0.003213179533276489,-0.00908348475690579,0.020010902542447084,-0.005684247517024343,50.968010509457216,56.981987318612276,57.160663566166086,40.226484179293294
1970-01-01 00:00:00.000000063,57218.63658633514,57218.63658633514,54742.55916617098,55980.59787625306,2139105,005930.KS,삼성전자,57998.379190414256,58092.33959573026,57740.96536261613,61739.39052342407,57868.57810159139,58952.82077892574,-1084.242677334354,-1288.8648228107695,204.62214547641543,46.33326931789143,57740.96536261613,59700.80172934945,55781.12899588281,3919.6727334666357,0.05088916701314258,-0.023424132481613458,0.2750393714650381,3141835.8,-1238.0387100820808,-2.163698375116032,2476.0774201641616,4.523130554872364,1970,1,1,3,1,Thursday,Early,57323.34756387893,58590.465963675575,58779.33451832948,58154.427449824,4983712.0,2590178.0,1531612.0,3024235.0,-0.021626699480120526,-0.003213179533276489,-0.00908348475690579,0.0071252686280711686,43.49949539138279,50.968010509457216,56.981987318612276,48.63660336485683
1970-01-01 00:00:00.000000064,56233.25307382949,57603.35052965375,56233.25307382949,56918.30180174162,1748335,005930.KS,삼성전자,57518.40954477573,57991.51456185694,57663.757307965694,61466.75968835938,57722.37893488622,58801.09587477038,-1078.716939884158,-1246.8352251195224,168.1182852353645,48.9013779686093,57663.757307965694,59625.579674902605,55701.93494102878,3923.6447338738217,0.31000942827764977,0.016750516447884056,0.26648501919055206,3100890.85,685.0487279121298,1.2182270995645923,1370.0974558242597,2.4364541991291846,1970,1,1,3,1,Thursday,Early,55980.59787625306,57323.34756387893,58590.465963675575,59318.15002993424,2139105.0,4983712.0,2590178.0,3274870.0,-0.023424132481613458,-0.021626699480120526,-0.003213179533276489,0.020010902542447084,46.33326931789143,43.49949539138279,50.968010509457216,57.160663566166086
1970-01-01 00:00:00.000000065,57687.50339053538,59293.813685221474,57687.50339053538,58490.65853787842,2359329,005930.KS,삼성전자,57460.67434868552,57937.13718123552,57705.78939387299,61240.73820847021,57840.57772116821,58777.95650948981,-937.3787883216064,-1184.9439128960635,247.56512457445706,56.95669840499632,57705.78939387299,59702.090772096766,55709.488015649215,3992.6027564475517,0.6965808250615383,0.027624800571416364,0.2806354837688204,3024004.95,803.1551473430445,1.3922515278669798,1606.3102946860963,2.784503055733972,1970,1,1,3,1,Thursday,Early,56918.30180174162,55980.59787625306,57323.34756387893,58779.33451832948,1748335.0,2139105.0,4983712.0,1531612.0,0.016750516447884056,-0.023424132481613458,-0.021626699480120526,-0.00908348475690579,48.9013779686093,46.33326931789143,43.49949539138279,56.981987318612276
1970-01-01 00:00:00.000000066,57648.68479536092,59222.64616162875,57648.68479536092,58435.66547849483,5294876,005930.KS,삼성전자,57429.71425164938,57973.39423325188,57770.18640928428,61041.193845528374,57932.130945019264,58752.4546647898,-820.3237197705384,-1112.0198508340686,291.6961310635302,60.26634900125028,57770.18640928428,59773.76925664732,55766.60356192124,4007.165694726078,0.6660722615205068,-0.0009402024316066404,0.27846208223393487,3219652.45,786.9806831339156,1.3651320683680979,1573.9613662678312,2.7302641367361957,1970,1,1,3,1,Thursday,Early,58490.65853787842,56918.30180174162,55980.59787625306,58590.465963675575,2359329.0,1748335.0,2139105.0,2590178.0,0.027624800571416364,0.016750516447884056,-0.023424132481613458,-0.003213179533276489,56.95669840499632,48.9013779686093,46.33326931789143,50.968010509457216
1970-01-01 00:00:00.000000067,58907.713403932445,60367.73772725102,58907.713403932445,59637.72556559173,2697392,005930.KS,삼성전자,57892.589851991936,58162.86747856019,57832.8456054658,60856.407129014435,58194.53317601131,58818.38205033372,-623.8488743224079,-1014.3856304289936,390.5367561065857,61.84824985203727,57832.8456054658,59989.83579531622,55675.855415615384,4313.980379700835,0.9183792695531673,0.02057065795784041,0.2774457850256681,3113686.35,730.0121616592878,1.2392471536852339,1460.0243233185756,2.4784943073704677,1970,1,1,3,1,Thursday,Early,58435.66547849483,58490.65853787842,56918.30180174162,57323.34756387893,5294876.0,2359329.0,1748335.0,4983712.0,-0.0009402024316066404,0.027624800571416364,0.016750516447884056,-0.021626699480120526,60.26634900125028,56.95669840499632,48.9013779686093,43.49949539138279
1970-01-01 00:00:00.000000068,59779.26043087497,61865.15819168745,58332.6166657185,60098.887428702976,2064199,005930.KS,삼성전자,58716.247762481915,58357.313476448086,57897.04128492561,60705.17169114658,58487.513642981125,58913.70523389295,-426.1915909118252,-896.7467983286556,470.5552074168304,59.411949870691615,57897.04128492561,60245.067542158424,55549.015027692796,4696.052514465628,0.968871703839521,0.00773272050095275,0.27755490475697986,3016566.65,319.62699782800337,0.5346787422999323,3532.541525968947,6.05585987375222,1970,1,1,3,1,Thursday,Early,59637.72556559173,58435.66547849483,58490.65853787842,55980.59787625306,2697392.0,5294876.0,2359329.0,2139105.0,0.02057065795784041,-0.0009402024316066404,0.027624800571416364,-0.023424132481613458,61.84824985203727,60.26634900125028,56.95669840499632,46.33326931789143
1970-01-01 00:00:00.000000069,60149.90804246803,60149.90804246803,58557.12652196479,59353.51728221641,3840996,005930.KS,삼성전자,59203.290858576875,58360.850201676294,58026.19124333074,60576.57520359392,58620.746083987986,58946.433617885436,-325.6875338974496,-782.5349266487989,456.8473927513493,51.42731622486077,58026.19124333074,60397.355884478835,55655.02660218264,4742.329282296196,0.7798890502691944,-0.012402395092102503,0.24898235721218664,3108826.85,-796.3907602516192,-1.3240099381188384,1592.7815205032384,2.720047268551994,1970,1,1,3,1,Thursday,Early,60098.887428702976,59637.72556559173,58435.66547849483,56918.30180174162,2064199.0,2697392.0,5294876.0,1748335.0,0.00773272050095275,0.02057065795784041,-0.0009402024316066404,0.016750516447884056,59.411949870691615,61.84824985203727,60.26634900125028,48.9013779686093
1970-01-01 00:00:00.000000070,60566.29986219106,61522.07838494001,58102.31370946547,59812.196047202735,2199100,005930.KS,삼성전자,59467.59836044174,58464.13635456363,58158.457462177335,60417.92834843666,58804.04737272767,59010.836953983686,-206.7895812560164,-667.3858424119749,460.5962611559585,58.145569154290186,58158.457462177335,60621.147446989555,55695.767477365116,4925.379969624439,0.8357585800941765,0.007727912110168322,0.2491807290289758,3088919.8,-754.1038149883243,-1.2450881376345708,3419.7646754745438,5.885763332205183,1970,1,1,3,1,Thursday,Early,59353.51728221641,60098.887428702976,59637.72556559173,58490.65853787842,3840996.0,2064199.0,2697392.0,2359329.0,-0.012402395092102503,0.00773272050095275,0.02057065795784041,0.027624800571416364,51.42731622486077,59.411949870691615,61.84824985203727,56.95669840499632
1970-01-01 00:00:00.000000071,60780.92164481722,63248.06551403432,60115.87256206753,61681.96903805092,1825922,005930.KS,삼성전자,60116.859072352956,58773.28666200116,58404.79710808162,60302.11755224815,59246.807197583745,59209.4776262963,37.329571287446015,-526.4427448290501,563.7723161164961,66.12377518586936,58404.79710808162,61234.722537382884,55574.87167878036,5659.850858602527,1.0790208985786713,0.03126073132931939,0.26637173850760143,2978263.65,901.0473932336972,1.4824510205671244,3132.19295196679,5.210259484685864,1970,1,1,3,1,Thursday,Early,59812.196047202735,59353.51728221641,60098.887428702976,58435.66547849483,2199100.0,3840996.0,2064199.0,5294876.0,0.007727912110168322,-0.012402395092102503,0.00773272050095275,-0.0009402024316066404,58.145569154290186,51.42731622486077,59.411949870691615,60.26634900125028
1970-01-01 00:00:00.000000072,61854.52887992803,62684.5167412329,60652.71047850155,61668.61360986723,1987399,005930.KS,삼성전자,60523.03668120805,59207.813266599995,58687.46893052057,60183.54240345219,59619.39468325082,59392.29973491084,227.09494833998178,-375.7351934981576,602.8301418381394,64.86954019208679,58687.46893052057,61639.164881037614,55735.77298000352,5903.391901034091,1.004988442123325,-0.00021652078219891457,0.25908838082069036,2833908.05,-185.91527006080287,-0.30056856535388293,2031.8062627313557,3.349901837365591,1970,1,1,3,1,Thursday,Early,61681.96903805092,59812.196047202735,59353.51728221641,59637.72556559173,1825922.0,2199100.0,3840996.0,2697392.0,0.03126073132931939,0.007727912110168322,-0.012402395092102503,0.02057065795784041,66.12377518586936,58.145569154290186,51.42731622486077,61.84824985203727
1970-01-01 00:00:00.000000073,62846.804068949525,64411.66796629578,62846.804068949525,63629.23601762265,4071120,005930.KS,삼성전자,61229.106398991986,59972.67708073695,59032.50833823361,60142.02742181917,60236.295989240905,59707.20568898717,529.090300253738,-194.77008255075418,723.8603828044921,67.08900142366703,59032.50833823361,62574.338736845224,55490.67793962199,7083.6607972232305,1.148919790342155,0.03179287311628021,0.2750297069317435,2870324.0,782.4319486731256,1.2449828758431627,1564.8638973462585,2.489965751686337,1970,1,1,3,1,Thursday,Early,61668.61360986723,61681.96903805092,59812.196047202735,60098.887428702976,1987399.0,1825922.0,2199100.0,2064199.0,-0.00021652078219891457,0.03126073132931939,0.007727912110168322,0.00773272050095275,64.86954019208679,66.12377518586936,58.145569154290186,59.411949870691615
1970-01-01 00:00:00.000000074,61278.72055520421,61278.72055520421,59375.685534693206,60327.20304494871,3284019,005930.KS,삼성전자,61423.843551538455,60313.56720505767,59152.5408834573,60048.12219440295,60250.281740746446,59753.27484529311,497.00689545333444,-56.41467948982793,553.4215749431623,55.033114804046,59152.5408834573,62699.269880671854,55605.81188624275,7093.457994429104,0.6655979583461173,-0.051894902081794925,0.3366490719535491,2934318.9,-951.5175102555004,-1.5527698712284734,1903.0350205110008,3.205074608189673,1970,1,1,3,1,Thursday,Early,63629.23601762265,61668.61360986723,61681.96903805092,59353.51728221641,4071120.0,1987399.0,1825922.0,3840996.0,0.03179287311628021,-0.00021652078219891457,0.03126073132931939,-0.012402395092102503,67.08900142366703,64.86954019208679,66.12377518586936,51.42731622486077
1970-01-01 00:00:00.000000075,60488.72470652547,62615.995396751656,60082.06106677455,61349.0282317631,1258806,005930.KS,삼성전자,61731.20998845053,60599.40417444613,59268.27067784082,59971.11826202196,60419.32018020879,59871.820527656826,547.4996525519673,64.36819212861072,483.1314604233566,58.508932825221834,59268.27067784082,62947.353818531046,55589.18753715059,7358.166281380458,0.7827820783538902,0.016938050087504486,0.3352812273528508,2854943.45,860.3035252376285,1.4222543613071408,2533.9343299771062,4.217455734684133,1970,1,1,3,1,Thursday,Early,60327.20304494871,63629.23601762265,61668.61360986723,59812.196047202735,3284019.0,4071120.0,1987399.0,2199100.0,-0.051894902081794925,0.03179287311628021,-0.00021652078219891457,0.007727912110168322,55.033114804046,67.08900142366703,64.86954019208679,58.145569154290186
1970-01-01 00:00:00.000000076,60979.72629700059,62515.30531646342,60457.71029716799,61486.5078068157,3818907,005930.KS,삼성전자,61692.11774220348,60904.488407278215,59438.94132026504,59926.229484515985,60583.503317521536,59991.74709318497,591.7562243365683,169.84580221010077,421.9104221264675,63.803432659894185,59438.94132026504,63200.349572437444,55677.533068092634,7522.81650434481,0.7721808361759307,0.0022409413647634935,0.32815340739666904,2928403.05,506.78150981511135,0.831065569804039,2057.595019295426,3.4033624647405967,1970,1,1,3,1,Thursday,Early,61349.0282317631,60327.20304494871,63629.23601762265,61681.96903805092,1258806.0,3284019.0,4071120.0,1825922.0,0.016938050087504486,-0.051894902081794925,0.03179287311628021,0.03126073132931939,58.508932825221834,55.033114804046,67.08900142366703,66.12377518586936
1970-01-01 00:00:00.000000077,61953.95965547007,62690.800103716094,59608.30530617353,61149.552704944814,3514311,005930.KS,삼성전자,61588.30556121899,61055.67112121353,59609.269299886866,59864.38685935546,60670.58802964445,60077.72295454917,592.8650750952802,254.4496591227941,338.41541597248613,68.36300833680944,59609.269299886866,63355.808215257566,55862.730384516166,7493.0778307414,0.7055608442686555,-0.0054801470093173155,0.3280820289940214,2875421.15,-804.4069505252555,-1.298394735378681,3082.4947975425603,5.171250519050257,1970,1,1,3,1,Thursday,Early,61486.5078068157,61349.0282317631,60327.20304494871,61668.61360986723,3818907.0,1258806.0,3284019.0,1987399.0,0.0022409413647634935,0.016938050087504486,-0.051894902081794925,-0.00021652078219891457,63.803432659894185,58.508932825221834,55.033114804046,64.86954019208679
1970-01-01 00:00:00.000000078,60101.34633236062,62483.35384787415,60101.34633236062,61292.35009011738,5006847,005930.KS,삼성전자,61120.92837571794,61175.017387354965,59766.165431901536,59820.19218141623,60766.24390876,60167.901695896166,598.342212863834,323.228171390016,275.114041473818,66.46922286970437,59766.165431901536,63518.98890156763,56013.34196223544,7505.6469393321895,0.7033381893062556,0.002335215530710144,0.3277380703601105,2974551.75,1191.0037577567637,1.9816590316804377,2382.0075155135273,3.9633180633608753,1970,1,1,3,1,Thursday,Early,61149.552704944814,61486.5078068157,61349.0282317631,63629.23601762265,3514311.0,3818907.0,1258806.0,4071120.0,-0.0054801470093173155,0.0022409413647634935,0.016938050087504486,0.03179287311628021,68.36300833680944,63.803432659894185,58.508932825221834,67.08900142366703
1970-01-01 00:00:00.000000079,60453.65235311414,60453.65235311414,57319.42938753264,58886.54087032339,5286245,005930.KS,삼성전자,60832.79594079289,61128.31974616567,59744.58497392099,59734.6555626404,60477.05837185319,60072.78454050479,404.27383134840056,339.4373036680835,64.83652768031709,51.40255345967834,59744.58497392099,63513.18673108191,55975.98321676007,7537.203514321838,0.3861588250911387,-0.03925137829201786,0.35307685572800473,3075120.5,-1567.1114827907513,-2.5922527784378353,3134.2229655815026,5.467994010183251,1970,1,1,3,1,Thursday,Early,61292.35009011738,61149.552704944814,61486.5078068157,60327.20304494871,5006847.0,3514311.0,3818907.0,3284019.0,0.002335215530710144,-0.0054801470093173155,0.0022409413647634935,-0.051894902081794925,66.46922286970437,68.36300833680944,63.803432659894185,55.033114804046
1970-01-01 00:00:00.000000080,58986.48857474483,59389.661202061456,57924.87837540748,58657.26978873446,1753814,005930.KS,삼성전자,60294.44425218715,61012.827120318834,59738.48173744123,59659.104215902014,60197.09052556048,59967.72548106434,229.36504449613858,317.4228515225251,-88.05780702638651,50.775534853035204,59738.48173744123,63514.05439109593,55962.90908378653,7551.145307309402,0.3568148400402028,-0.0038934377567502176,0.3518092248458957,3086230.6,-329.2187860103659,-0.5581257572116634,1464.7828266539727,2.5287628869253855,1970,1,1,3,1,Thursday,Early,58886.54087032339,61292.35009011738,61149.552704944814,61349.0282317631,5286245.0,5006847.0,3514311.0,1258806.0,-0.03925137829201786,0.002335215530710144,-0.0054801470093173155,0.016938050087504486,51.40255345967834,66.46922286970437,68.36300833680944,58.508932825221834
1970-01-01 00:00:00.000000081,58709.705821062445,59775.204786923765,58435.88199841843,59105.5433926711,4044671,005930.KS,삼성전자,59818.25136935823,60755.184555780856,59764.235608891,59545.63531816661,60029.16000863542,59903.74391421192,125.41609442350455,279.0214996684853,-153.60540524498077,48.03382022380093,59764.235608891,63513.773477761395,56014.69774002061,7499.075737740786,0.41216354664817056,0.007642251430235003,0.3525498307558523,3158955.25,395.83757160865207,0.6742285045936017,1339.3227885053348,2.291952722715101,1970,1,1,3,1,Thursday,Early,58657.26978873446,58886.54087032339,61292.35009011738,61486.5078068157,1753814.0,5286245.0,5006847.0,3818907.0,-0.0038934377567502176,-0.03925137829201786,0.002335215530710144,0.0022409413647634935,50.775534853035204,51.40255345967834,66.46922286970437,63.803432659894185
